price_EUR
1490.0
668.48
1199.0
1803.6
395.0
629.0
659.0
1499.0
380.0
998.0
249.0
509.0
1559.0
347.0
2729.0
575.0
973.0
565.0
1084.0
1935.0
1339.0
479.0
488.99
1534.0
298.0
1900.0
1650.0
999.0
1118.0
295.0
1029.0
1535.0
1590.0
979.0
1340.0
849.0
1425.0
799.0
1179.0
719.0
879.0
1305.0
1298.0
659.0
1345.0
949.0
722.0
1908.0
2090.0
899.0
1649.0
2419.0
1858.0
889.0
1149.0
598.99
539.0
1159.0
274.0
1244.0
663.0
449.0
348.0
2254.0
1049.0
466.0
1043.0
1891.0
1350.0
795.0
210.8
1082.0
780.0
299.0
679.0
499.0
818.35
459.0
1763.0
764.0
1062.95
520.9
742.0
544.0
1790.0
403.0
910.0
1150.0
1499.0
1499.0
393.49
809.0
912.5
428.0
1105.0
369.0
1907.99
1335.0
1163.0
1364.0
330.0
2289.99
545.67
299.0
889.0
209.0
659.0
1185.43
499.0
209.0
788.49
1265.0
1268.0
1399.0
2509.0
685.0
1379.0
439.0
1426.66
349.0
1219.24
832.0
2299.0
949.0
287.9
321.99
1180.0
1841.85
1775.0
3499.0
2419.0
722.0
799.0
638.0
1465.0
636.0
1369.0
659.0
1819.0
979.0
959.0
399.0
590.0
1799.0
1849.0
682.0
745.0
1199.0
379.0
739.0
923.0
419.0
469.0
669.0
1655.0
252.36
1399.0
960.0
805.0
1747.0
1039.0
1049.9
1590.0
1045.0
1010.0
1029.0
1799.0
2505.02
1299.0
1377.0
535.0
469.0
847.0
1873.0
769.0
1327.0
1738.27
1168.0
1749.0
1950.0
1349.0
1511.19
529.0
1399.0
875.0
278.0
2349.0
559.0
549.0
559.0
1860.99
1030.99
1407.0
970.9
1529.0
935.0
558.6
870.0
919.0
398.99
860.0
1279.0
716.0
1299.0
2139.97
1778.0
854.0
899.0
451.0
409.0
977.0
1600.0
2824.0
579.0
685.0
1829.0
1729.0
2029.0
1877.0
202.9
344.99
2150.0
1200.0
649.0
339.0
999.0
690.0
426.0
489.0
1072.0
1002.0
720.32
1750.0
1970.0
989.0
289.0
1669.0
196.0
299.0
1279.0
1899.0
369.0
1859.0
1549.0
3659.4
647.0
955.0
1149.0
1064.0
999.0
229.0
390.0
797.41
292.0
1339.0
519.0
859.0
1398.99
579.0
612.61
1299.0
1034.0
1499.0
919.0
199.0
1799.0
1055.0
735.07
435.0
585.0
1949.0
889.0
1099.0
1099.0
2439.97
2858.0
2198.19
599.0
2499.0
928.0
1349.0
449.0
775.0
1875.0
3149.0
615.0
1109.0
1169.0
1090.0
1099.0
379.0
1499.0
1179.0
568.9
2171.72
719.0
1849.0
735.0
1500.0
1285.0
1399.0
739.0
1764.0
349.0
1099.0
1124.0
829.0
1579.0
441.8
899.0
499.0
469.01
3890.0
979.0
638.8
1399.0
319.0
1294.0
941.0
1191.0
839.0
1943.0
684.0
1210.0
829.0
1089.0
519.0
931.88
2099.0
805.99
1279.73
1312.49
659.01
399.0
2051.0
465.0
1268.0
1189.0
1389.0
499.0
1403.0
1472.2
693.99
1142.0
2884.86
726.0
455.7
2013.1
1962.98
2449.0
1993.0
1975.0
879.0
745.0
1009.0
959.0
689.0
669.0
1399.0
498.0
614.0
932.0
778.87
1649.0
1299.0
403.5
1323.0
1799.0
949.0
459.0
795.99
799.0
2399.0
229.0
304.45
2450.0
1027.74
2799.0
1299.0
729.0
899.0
1145.0
549.99
755.0
485.0
549.0
621.45
443.9
1060.49
2456.34
1498.0
1046.44
865.0
389.0
1119.0
638.0
2338.0
1299.0
1119.91
1599.0
2014.0
489.9
1169.0
1499.0
1813.0
869.01
469.0
2049.0
289.0
891.0
1799.0
1749.0
298.0
1449.0
330.0
398.0
2103.34
949.0
399.0
879.0
2800.0
1895.0
884.0
1275.0
1699.0
468.0
1149.0
1699.0
297.0
2153.37
498.9
1749.0
629.0
1089.0
910.0
1339.69
1285.0
839.0
629.0
1205.0
1749.0
895.0
2999.0
599.0
384.0
1725.0
479.0
649.0
2299.0
1672.0
481.98
498.0
1499.0
1749.0
349.0
1219.0
389.0
2449.0
1060.0
1299.0
629.0
2339.0
1269.0
1249.26
1195.0
2296.95
759.0
949.0
597.0
979.0
649.0
375.0
1629.0
447.0
400.0
639.01
564.0
1207.0
1149.0
1205.0
598.0
1427.0
1900.0
579.0
1887.21
805.99
1903.0
449.0
260.0
499.0
1119.0
522.99
859.0
639.0
398.99
367.0
739.0
617.9
742.0
209.0
1757.42
349.0
1229.0
1159.0
269.0
549.99
1369.9
489.9
1475.0
569.0
779.0
1607.96
841.0
1097.0
899.0
1099.0
720.32
713.07
359.0
445.9
2050.38
585.0
2599.0
1334.0
998.0
1018.99
359.99
389.0
499.0
299.0
599.0
798.0
899.0
616.0
1369.0
1458.0
1699.0
1673.0
1358.0
639.9
985.0
1865.0
789.0
603.0
272.0
629.0
857.07
1280.0
1213.0
269.0
709.0
389.0
1413.1
739.0
2899.0
985.0
468.0
509.0
2799.0
609.0
439.0
2049.0
1799.0
1262.0
279.0
1099.0
1215.38
899.0
329.0
1158.7
309.0
699.0
569.0
379.0
439.0
459.0
1079.0
880.0
1460.0
1690.0
1191.0
258.0
749.0
581.9
999.0
899.0
1189.0
1975.0
275.0
553.0
805.99
249.0
1483.0
630.0
265.0
1492.8
1348.48
209.0
1624.0
3055.0
770.0
1499.0
2599.0
489.0
1048.0
951.0
613.0
779.0
1129.0
435.0
879.0
419.0
1199.0
999.0
1859.0
1165.0
1349.0
817.95
2899.0
1769.0
1559.0
339.0
539.0
3012.77
744.0
478.0
2049.9
1770.0
1018.0
1135.15
387.0
889.0
369.0
1975.0
789.0
589.0
1269.0
1669.0
2639.0
720.32
740.0
191.9
1650.0
649.0
1165.0
1315.0
1649.0
684.8
1499.0
349.0
1195.0
1349.0
349.0
1224.0
1799.0
1948.99
369.0
979.0
928.0
1949.0
1670.0
1272.0
2229.0
949.0
1680.0
750.0
1479.0
364.9
1498.0
412.0
479.0
2758.0
363.51
1049.26
1499.0
1389.0
650.0
839.0
1969.0
855.0
699.0
2249.0
530.0
798.01
393.9
789.81
1929.0
609.0
980.0
787.0
2048.9
1900.0
